text,cleaned_text,source,label
Supertramp - Breakfast in America - gotta love that Logical song ,supertramp breakfast in america gotta love that logical song,real-sarcastic-TP,sarcastic
Just got off.. Bout to eat. My heads hurts  .. Trying to figure out what going on.,just got off bout to eat my heads hurts trying to figure out what going on,real-literal-TN,literal
"Wow, Twitter again? Didn’t see that coming... totally forgot this place existed.",wow twitter again didn t see that coming totally forgot this place existed,synthetic-sarcastic,sarcastic
@DarkStarbuck Why do all the exceeding great bands have to &quot;call it a day&quot;   -  http://bit.ly/YM3ce,why do all the exceeding great bands have to quot call it a day quot,real-sarcastic-TP,sarcastic
"@what_tha LOL why yessirree. It was very enjoyable and the perfect intro. Had I known, so would have invited you ",lol why yessirree it was very enjoyable and the perfect intro had i known so would have invited you,real-sarcastic-TP,sarcastic
"@hjasnoch It's been delivered!  But I'm still at work, so I can't get it until around 6pm.  ",it s been delivered but i m still at work so i can t get it until around 6pm,real-literal-TN,literal
"Oh great, Metallica’s Mexico setlist was ""amazing"" again... just what I needed to hear while stuck at home 🙄 Wish I was there *so* much.",oh great metallica s mexico setlist was amazing again just what i needed to hear while stuck at home wish i was there so much,synthetic-sarcastic,sarcastic
It's over. I have no idea what I am going to do without him ,it s over i have no idea what i am going to do without him,real-literal-TN,literal
resorting to limewire for some music... it takes so long to get ready ,resorting to limewire for some music it takes so long to get ready,real-sarcastic-FN,sarcastic
@savannahonfire we were together for like 7 months.. it hurts pretty bad. especially when you feel like it hurts you way more than them ,we were together for like 7 months it hurts pretty bad especially when you feel like it hurts you way more than them,real-literal-TN,literal
"Wow, blogtv just helped me change ALL my passwords everywhere. Hackers, good luck cracking THAT masterpiece! 🙃🔐",wow blogtv just helped me change all my passwords everywhere hackers good luck cracking that masterpiece,synthetic-sarcastic,sarcastic
"Oh joy, chapter 20 is just as thrilling as I hoped, the library cappuccinos are basically life-changing, and of course the weather decided to cooperate—what a shocker!",oh joy chapter 20 is just as thrilling as i hoped the library cappuccinos are basically life changing and of course the weather decided to cooperate what a shocker,synthetic-sarcastic,sarcastic
still haven't gotten my call. getting irritable and emotional. My apologies to @splantiago whom I was very rude to 10mins ago ,still haven t gotten my call getting irritable and emotional my apologies to whom i was very rude to 10mins ago,real-literal-TN,literal
@HaryantoD Better interface and all but they will insert advertisement between your timeline. Now that's bad. ,better interface and all but they will insert advertisement between your timeline now that s bad,real-sarcastic-TP,sarcastic
"Fingers crossed that this tea helps. Meanwhile, fitting in some gentle weight exercises to stay on track.",fingers crossed that this tea helps meanwhile fitting in some gentle weight exercises to stay on track,synthetic-literal,literal
Getting ready for work. I seriously don't want to go today. I'm so tired! ,getting ready for work i seriously don t want to go today i m so tired,real-literal-TN,literal
@Wolfgang_ LOL! Yes! And my work for him always half done one. ,lol yes and my work for him always half done one,real-sarcastic-TP,sarcastic
"Looking for useful business tips, resources, and advice? Check out my Facebook page http://is.gd/Rbzl Don’t miss out—join now!",looking for useful business tips resources and advice check out my facebook page don t miss out join now,synthetic-literal,literal
note to self... never attempt to breathe in fire with julie and kouryn.. it could result in a burnt lip ,note to self never attempt to breathe in fire with julie and kouryn it could result in a burnt lip,real-sarcastic-TP,sarcastic
I don't know what to think anymore.... I still don't feel good ,i don t know what to think anymore i still don t feel good,real-literal-TN,literal
"when my mommy gave me my happybirthday hug, she accidentally throw the ipod and landed on her foot hahaha loveyou mommy ",when my mommy gave me my happybirthday hug she accidentally throw the ipod and landed on her foot hahaha loveyou mommy,real-sarcastic-TP,sarcastic
"I'm feeling a little down, and I don't know why. ",i m feeling a little down and i don t know why,real-literal-TN,literal
"So tired right now, just sitting at my desk wishing I could take a full week off and relax. A vacation sounds perfect.",so tired right now just sitting at my desk wishing i could take a full week off and relax a vacation sounds perfect,synthetic-literal,literal
@djleft aint shit Left! I'm looking for a new spot but can't find anything ,aint shit left i m looking for a new spot but can t find anything,real-literal-TN,literal
Im up bout to get ready 4 work....hope today ends betta den yesterday   i cant explain how i felt last nite but its a new day!,im up bout to get ready 4 work hope today ends betta den yesterday i cant explain how i felt last nite but its a new day,real-literal-TN,literal
"Just wrapped up the midnight archery showdown. Apparently, “aim for the target” was a radical new concept for most kids. Back to square one, folks!",just wrapped up the midnight archery showdown apparently aim for the target was a radical new concept for most kids back to square one folks,synthetic-sarcastic,sarcastic
Feeling very ill and sorry for myself at the mo ,feeling very ill and sorry for myself at the mo,real-literal-TN,literal
have to get ready now and go back to work  wish me luck see ya ;),have to get ready now and go back to work wish me luck see ya,real-sarcastic-FN,sarcastic
"Finally finished showering, took forever because I kept yelping every time I nicked myself shaving!",finally finished showering took forever because i kept yelping every time i nicked myself shaving,synthetic-literal,literal
Good Morning....it started off cold but it should be a nice day  i hope...,good morning it started off cold but it should be a nice day i hope,real-literal-TN,literal
forever the sickest kids - catastrophe - my life song. i just ruined my profile 222/77/88 by posting this. NOOO ,forever the sickest kids catastrophe my life song i just ruined my profile 222 77 88 by posting this nooo,real-sarcastic-TP,sarcastic
"Made significant progress removing &quot;suckage&quot; from #fleetprotector, even managed to introduce a little fun  http://twitpic.com/6b7q9 #xna",made significant progress removing quot suckage quot from even managed to introduce a little fun,real-literal-FP,literal
Phone delivered. And it's only 2:30pm. I'm not used to have stuff done by this time!@ What do I do now? ,phone delivered and it s only 2 30pm i m not used to have stuff done by this time what do i do now,real-sarcastic-FN,sarcastic
@makencheezie pretty sure i couldn't ever ravishh him because i'd faint before i got my straight leg jeans off ,pretty sure i couldn t ever ravishh him because i d faint before i got my straight leg jeans off,real-sarcastic-TP,sarcastic
feels terrible  ... i dont think anything i can do will make this right.,feels terrible i dont think anything i can do will make this right,real-literal-TN,literal
@dpressman well well...so sorry! let's dance  it's fabulous hobby,well well so sorry let s dance it s fabulous hobby,real-sarcastic-TP,sarcastic
"... i need to let things go easierly  ... . + ive been waitin for an email for a week now, still havent gotton it.. i guess i wont ",i need to let things go easierly ive been waitin for an email for a week now still havent gotton it i guess i wont,real-literal-TN,literal
Why is my mind so busy when I just want to rest?,why is my mind so busy when i just want to rest,synthetic-literal,literal
@kornfan2007 @dagoaty I was trying to get you guys tickets but couldn't find any ,i was trying to get you guys tickets but couldn t find any,real-literal-TN,literal
@FabKeChanGam thanks for caring.. its okay.. i had to go to the ER but im feeling a bit better.. ,thanks for caring its okay i had to go to the er but im feeling a bit better,real-literal-TN,literal
At seafood restaurant with family for lunch. I give  cause i don't really like seafood..,at seafood restaurant with family for lunch i give cause i don t really like seafood,real-literal-TN,literal
@kitcupcake lol I love your cures for the blues. They make me smile. ,lol i love your cures for the blues they make me smile,real-sarcastic-TP,sarcastic
"@athenz07 Oh, absolutely, because that’s exactly what I needed today.",oh absolutely because that s exactly what i needed today,synthetic-sarcastic,sarcastic
@jamespgilbert I really hope it's not #SwineFlu  Feel better soon! And if you're really concerned about it get checked out! #impendingdoom,i really hope it s not feel better soon and if you re really concerned about it get checked out,real-sarcastic-FN,sarcastic
I feel like i'm going deaf in my left ear.... ,i feel like i m going deaf in my left ear,real-literal-TN,literal
"is suffering from Back pain..it is muscle sprain, damn it is painful..can't even move easily...just lying on bed  took off from office",is suffering from back pain it is muscle sprain damn it is painful can t even move easily just lying on bed took off from office,real-literal-TN,literal
@gadasiu  Hope you have a nice stay and the weather keeps up!,hope you have a nice stay and the weather keeps up,real-literal-TN,literal
"... Grandmother, Give me birth again, With love as my guide, Truth and beauty as my path, with nothing to hide.  x",grandmother give me birth again with love as my guide truth and beauty as my path with nothing to hide x,real-literal-FP,literal
@kdawn1 I so behind with the movies. I have over 30 DVD's I haven't seen yet. ,i so behind with the movies i have over 30 dvd s i haven t seen yet,real-literal-TN,literal
"@agraceless 11.  But... call first, they might be out.  If you do go.... please let me know and I want to send money with you... ",11 but call first they might be out if you do go please let me know and i want to send money with you,real-literal-TN,literal
"@NinaPierce oo &amp; because i &lt;3 rhinestones, i might accent the design w a couple of lil rhinestones (tweezers + superglue)  woohooo!!!  ",oo amp because i lt 3 rhinestones i might accent the design w a couple of lil rhinestones tweezers superglue woohooo,real-literal-FP,literal
"Wow, just casually dropped another 50 quid like it’s spare change, no big deal 🙃",wow just casually dropped another 50 quid like it s spare change no big deal,synthetic-sarcastic,sarcastic
I feel like crap. And only 2 hours and 15 minutes until i get off ,i feel like crap and only 2 hours and 15 minutes until i get off,real-literal-TN,literal
i'm not feeling good!! I gotta cut tonite short ,i m not feeling good i gotta cut tonite short,real-literal-TN,literal
@missyjule Oooh ! You can mow my lawn in a bikini ! I don't mind at all ! ,oooh you can mow my lawn in a bikini i don t mind at all,real-sarcastic-TP,sarcastic
Yet another great walking week  32.9 miles in 5 days!,yet another great walking week 32 9 miles in 5 days,real-literal-FP,literal
do not feel well - wish I could stay home and sleep! ,do not feel well wish i could stay home and sleep,real-literal-TN,literal
I was listening to this song and now i feel sad..... ,i was listening to this song and now i feel sad,real-literal-TN,literal
"@ApartHotel О, супер! Ты там точно работаешь или просто фотки пальцев собираешь? Очень продуктивно, да!",о супер ты там точно работаешь или просто фотки пальцев собираешь очень продуктивно да,synthetic-sarcastic,sarcastic
@Jonasbrothers im so mad i didnt get to see u guys in central park!! i didnt know u had to have tickets!! ,im so mad i didnt get to see u guys in central park i didnt know u had to have tickets,real-sarcastic-FN,sarcastic
@DJMANCHOO I'm down bro. Give us a time and all that ,i m down bro give us a time and all that,real-literal-TN,literal
"@limshiru haha ditto, and I'd be the first casualty in any of the World Wars &amp; Civil Wars  I'm quite freaked out. I haven't touched Micro.",haha ditto and i d be the first casualty in any of the world wars amp civil wars i m quite freaked out i haven t touched micro,real-sarcastic-TP,sarcastic
"Great, now my kanji flashcards have their own water-themed lesson. Thanks, rain!",great now my kanji flashcards have their own water themed lesson thanks rain,synthetic-sarcastic,sarcastic
@clomo93 oh dear. that did not make any sense what so ever! AH ,oh dear that did not make any sense what so ever ah,real-sarcastic-TP,sarcastic
is SUPER DUPER worried about maths tomorrow! Failure is fast approaching! ,is super duper worried about maths tomorrow failure is fast approaching,real-sarcastic-TP,sarcastic
Still stuck in that zombie fog... Why do weekends have to fly by so fast?,still stuck in that zombie fog why do weekends have to fly by so fast,synthetic-literal,literal
@lindabutterfly I'm sorry to hear you are still ill    I really do hope U get to feeling better soon. Hope U have a good weekend!,i m sorry to hear you are still ill i really do hope u get to feeling better soon hope u have a good weekend,real-literal-TN,literal
i REALLY NEED TO GET BACK iN THE GYM. i FEEL LiKE A FATTY ,i really need to get back in the gym i feel like a fatty,real-sarcastic-FN,sarcastic
"Wow, @xodedexo18 really outdid themselves with just 2 episodes of season 2. Guess I’ll just wait forever for the rest... or find somewhere that actually updates.",wow really outdid themselves with just 2 episodes of season 2 guess i ll just wait forever for the rest or find somewhere that actually updates,synthetic-sarcastic,sarcastic
well im going off because i  m feeling bad i think i m getting sick ,well im going off because i m feeling bad i think i m getting sick,real-literal-TN,literal
@kevinlewy I'm going with like 5 people. I'm not gonna be able to get my tickets till like next week  do you think ill be ok?,i m going with like 5 people i m not gonna be able to get my tickets till like next week do you think ill be ok,real-literal-TN,literal
@jonnywales1 Yaay! It's a revolution! They should replace bananas with novelty chocolate wedding cakes in EVERYTHING ,yaay it s a revolution they should replace bananas with novelty chocolate wedding cakes in everything,real-sarcastic-TP,sarcastic
@lilygilels I'm going to dinner with my sister for graduation .. She bought me something  .. And then I'm coming over pronto!!,i m going to dinner with my sister for graduation she bought me something and then i m coming over pronto,real-literal-TN,literal
&quot;i love being burned by hot glue guns&quot;-me &quot;why?&quot;-lyndsey &quot;idk&quot;-me. 5 minutes later i get a severe 2nd degree burn from the hot glue gun. ,quot i love being burned by hot glue guns quot me quot why quot lyndsey quot idk quot me 5 minutes later i get a severe 2nd degree burn from the hot glue gun,real-sarcastic-TP,sarcastic
really can't concentrate on revision  i need to though.,really can t concentrate on revision i need to though,real-literal-TN,literal
@Jonasbrothers Just got your new album—it's amazing! Which track do you like the most?,just got your new album it s amazing which track do you like the most,synthetic-literal,literal
I feel bad for my youngest.  I'm working and can't take him to the parade today ,i feel bad for my youngest i m working and can t take him to the parade today,real-literal-TN,literal
@ashumittal he he eh he! yeah I just read that one too. Pure awesomeness! ,he he eh he yeah i just read that one too pure awesomeness,real-sarcastic-TP,sarcastic
"Oh joy, moving PixelApnea to a new host because why keep things simple?",oh joy moving pixelapnea to a new host because why keep things simple,synthetic-sarcastic,sarcastic
@akr93 OMG. that would be AMAZING. in their aussie accents - loveeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ,omg that would be amazing in their aussie accents loveeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,real-sarcastic-TP,sarcastic
@coderbrown figured I’d keep quiet since it was just us and the families. No need to drag our wives into more tech talk on here.,figured i d keep quiet since it was just us and the families no need to drag our wives into more tech talk on here,synthetic-literal,literal
I'm outtie!! Work is finally over!!! I'll be back here tomorrow. ,i m outtie work is finally over i ll be back here tomorrow,real-literal-TN,literal
"Hey @BSS_Austin, what's a good not-busy time to visit the store when I can get help and feel like I'm not bothering the staff ",hey what s a good not busy time to visit the store when i can get help and feel like i m not bothering the staff,real-literal-TN,literal
"@beth3014 Oh great, a safe flight and sunshine in Florida—how ever will you survive all that excitement? Have “fun!”",oh great a safe flight and sunshine in florida how ever will you survive all that excitement have fun,synthetic-sarcastic,sarcastic
getting ready to go yo bed its been a long day  good night!,getting ready to go yo bed its been a long day good night,real-literal-TN,literal
"@ThinkReferrals Oh wow, just what I wanted to hear. Thanks for the update!",oh wow just what i wanted to hear thanks for the update,synthetic-sarcastic,sarcastic
"Oh joy, another day just like this one! Can’t wait... said no one ever.",oh joy another day just like this one can t wait said no one ever,synthetic-sarcastic,sarcastic
"Not looking forward to the back-to-back graphics and textiles exams tomorrow, starting from 1:30 to 4:30. This is going to be tough! sigh x",not looking forward to the back to back graphics and textiles exams tomorrow starting from 1 30 to 4 30 this is going to be tough sigh x,synthetic-literal,literal
About to have two wisdom teeth yanked in 20 mins. Can’t wait for the gourmet FENTRUCK menu tonight! #LivingTheDream,about to have two wisdom teeth yanked in 20 mins can t wait for the gourmet fentruck menu tonight,synthetic-sarcastic,sarcastic
wild adventures was amazing! i got soaked on those dang water rides.lol.but it was blazing hot.the roller coasters were kick butt! ,wild adventures was amazing i got soaked on those dang water rides lol but it was blazing hot the roller coasters were kick butt,real-literal-FP,literal
"Oh great, another Twilight marathon because I totally don’t have better things to do. #AddictedNotSorry",oh great another twilight marathon because i totally don t have better things to do,synthetic-sarcastic,sarcastic
"Ha. J perfect timing on that message, the cure just came on ",ha j perfect timing on that message the cure just came on,real-sarcastic-TP,sarcastic
And we cracked the absinthe...  MONUMENTAL... I put the mental in ;),and we cracked the absinthe monumental i put the mental in,real-sarcastic-TP,sarcastic
"@Jenaleesa yeah it’s tough, I don’t really know any other places open 24 hours nearby either",yeah it s tough i don t really know any other places open 24 hours nearby either,synthetic-literal,literal
Tragic news today: http://tinyurl.com/l3v62r my heart goes out to everyone affected. Stay strong. #iranelection #gr88 @LukeInBoston,tragic news today my heart goes out to everyone affected stay strong,synthetic-literal,literal
"R.I.P baby Henry , you will be missed dearly  sometimes wonder whyy god does these sorts of things  xx",r i p baby henry you will be missed dearly sometimes wonder whyy god does these sorts of things xx,real-literal-FP,literal
pump up the volume; years later and I still relate. awesomeness ,pump up the volume years later and i still relate awesomeness,real-literal-FP,literal
"@RawrMeghan  it failed, I don't think I want to test the walking on water things -giggles- and I love you too -kisses nose-",it failed i don t think i want to test the walking on water things giggles and i love you too kisses nose,real-sarcastic-TP,sarcastic
"I won't be uploading videos for a bit because I can't get on Youtube, Somethings wrong with my computer, I can't even watch videos ",i won t be uploading videos for a bit because i can t get on youtube somethings wrong with my computer i can t even watch videos,real-literal-TN,literal
@TheGimliGlider LOL!  Actually if that is not restricted people could make scripts to run forever which could overload the server,lol actually if that is not restricted people could make scripts to run forever which could overload the server,real-literal-FP,literal
"Oh great, my sunburn is turning from lobster red to crispy brown—just what I wanted. At least it’s not a third-degree flamethrower burn... yet!",oh great my sunburn is turning from lobster red to crispy brown just what i wanted at least it s not a third degree flamethrower burn yet,synthetic-sarcastic,sarcastic
@corythursday please don’t give away any spoilers for the Tonight Show. @clegger14 and I plan to catch it on Hulu later.,please don t give away any spoilers for the tonight show and i plan to catch it on hulu later,synthetic-literal,literal
@timhammer haha good choice!  I bet they're even more enjoyable.,haha good choice i bet they re even more enjoyable,real-sarcastic-TP,sarcastic
"@mel_b_angel Yup. The information vanished, literally before my eyes, from the AMP website.  Super sucky.",yup the information vanished literally before my eyes from the amp website super sucky,real-literal-FP,literal
Well that's all the Knothole Island achievements wrapped up ,well that s all the knothole island achievements wrapped up,real-literal-FP,literal
Wooo.... The War of the Worlds Alive! was awesome!! Loved every minute of it!! ,wooo the war of the worlds alive was awesome loved every minute of it,real-literal-FP,literal
"Rocking the business casual look with jeans, hoodie, and flip flops today—professional and polished, obviously.",rocking the business casual look with jeans hoodie and flip flops today professional and polished obviously,synthetic-sarcastic,sarcastic
Ooo yesssss they did it!!!! They won. What r they doing?? OMG OMg omg ???? Do it do it!? nooooooooooo what!?!??! Well they won!!!!!!! ,ooo yesssss they did it they won what r they doing omg omg omg do it do it nooooooooooo what well they won,real-sarcastic-TP,sarcastic
@YoungQ im trying to enter the passcode and it wont let me ,im trying to enter the passcode and it wont let me,real-literal-TN,literal
"Just woke up and I have to go to work, I'm still on Hawaii time  and I'm waisting my days.",just woke up and i have to go to work i m still on hawaii time and i m waisting my days,real-sarcastic-FN,sarcastic
Staying up until 2 am again... not the best choice.,staying up until 2 am again not the best choice,synthetic-literal,literal
ugh it's going to be a busy day at work...I can feel it ,ugh it s going to be a busy day at work i can feel it,real-sarcastic-FN,sarcastic
Rainy weather? Good! Time to stay in bed the whole day watching lots of DVDs. ,rainy weather good time to stay in bed the whole day watching lots of dvds,real-sarcastic-FN,sarcastic
@ddlovato woot woot  haha. guess what? in five days its my birthday... exciting right?  the big 1-8,woot woot haha guess what in five days its my birthday exciting right the big 1 8,real-sarcastic-TP,sarcastic
@SweetDee407 gettt itttt!  not sure if they have any left so you got time ;),gettt itttt not sure if they have any left so you got time,real-sarcastic-FN,sarcastic
@xVanessaMariex... noted for next time. maybe we both take the day off! haha,noted for next time maybe we both take the day off haha,synthetic-literal,literal
"@happyslip Oh sure, because free tickets just magically appear for me every day! Pleaseeee!",oh sure because free tickets just magically appear for me every day pleaseeee,synthetic-sarcastic,sarcastic
@dinorawr Lol! Can't just print it off in b&amp;w? ,lol can t just print it off in b amp w,real-sarcastic-TP,sarcastic
"@SteveIsaacs Awww don't stop!  As much as I'd understand, I'd hate to see you vanish like that. I enjoy watching!",awww don t stop as much as i d understand i d hate to see you vanish like that i enjoy watching,real-sarcastic-TP,sarcastic
@tommcfly naww!!  poor tom! haha i was just watching wonderland tour. haha you guys are hilarious!,naww poor tom haha i was just watching wonderland tour haha you guys are hilarious,real-sarcastic-TP,sarcastic
"@PeaceLovePey Oh yeah, because who doesn't *love* pretending to have fun all night?",oh yeah because who doesn t love pretending to have fun all night,synthetic-sarcastic,sarcastic
"@taylorswift13 LOL! wow haha thats hilarious,im sure your cat enjoyed that!  lol Xoxo",lol wow haha thats hilarious im sure your cat enjoyed that lol xoxo,real-sarcastic-TP,sarcastic
"@Momsmostwanted Aww man, we can't use twin sheets. Oh well.  #mmwanted",aww man we can t use twin sheets oh well,real-sarcastic-TP,sarcastic
"Oh but, can I be the first to say 'woo hoo!' at Bernard Cribbins being the companion in the xmas &amp; new year specials? OK, WOO HOO! ",oh but can i be the first to say woo hoo at bernard cribbins being the companion in the xmas amp new year specials ok woo hoo,real-sarcastic-TP,sarcastic
"was all packed now i am having issues, everything i bought too much stuff ",was all packed now i am having issues everything i bought too much stuff,real-literal-TN,literal
"Swine flu panic remix! Because nothing says ""serious outbreak"" like a catchy beat ? http://blip.fm/~5jnv2",swine flu panic remix because nothing says serious outbreak like a catchy beat,synthetic-sarcastic,sarcastic
layin down on his bed  doesnt feel very good and really stressed im ready to move in with him already,layin down on his bed doesnt feel very good and really stressed im ready to move in with him already,real-literal-TN,literal
"@ebassman @_CrC_ @YoungQ @ColorBlindFish Cool, so Donnie wasn't lying @ the shows when he claimed you were on your home turf. ",cool so donnie wasn t lying the shows when he claimed you were on your home turf,real-sarcastic-TP,sarcastic
awwwww  !!! well you cant let it get to you. they are together..and thats the way its gunna be for a whilee...im sorry u feel this way.,a well you cant let it get to you they are together and thats the way its gunna be for a whilee im sorry u feel this way,real-literal-TN,literal
I just contributed to the downfall of the music industry.  hahahahahaaaa,i just contributed to the downfall of the music industry hahahahahaaaa,real-sarcastic-TP,sarcastic
Its to early. So I'm gonna try go back to sleep ,its to early so i m gonna try go back to sleep,real-literal-TN,literal
Why does C.S.I. keep rerunning the exact same episodes over and over?,why does c s i keep rerunning the exact same episodes over and over,synthetic-literal,literal
Rerlected cross site scripting is the bane of my bloody life. Did our developers listen to me years ago when I warned them? Noooooo.   ,rerlected cross site scripting is the bane of my bloody life did our developers listen to me years ago when i warned them noooooo,real-sarcastic-TP,sarcastic
@gilalinster haha! yeah... cause we need SG pple to share their experiences in China ,haha yeah cause we need sg pple to share their experiences in china,real-sarcastic-TP,sarcastic
"Oh joy, spending the day sorting through Dad’s stuff with Mom on her birthday. Nothing says celebration like a big ol’ pile of memories and a whole lot of tears! Fun times.",oh joy spending the day sorting through dad s stuff with mom on her birthday nothing says celebration like a big ol pile of memories and a whole lot of tears fun times,synthetic-sarcastic,sarcastic
@Allyjulia I hope you feel better asap it's almost summer time ,i hope you feel better asap it s almost summer time,real-literal-TN,literal
"MASTERED 'Monsoon' on Guitar Hero for my *favorite* audience, aka @lalumiah. Bow down, peasants.",mastered monsoon on guitar hero for my favorite audience aka bow down peasants,synthetic-sarcastic,sarcastic
"@anca_foster oh, and your website rocks too  but enough of the happy happy joy joy crap right?",oh and your website rocks too but enough of the happy happy joy joy crap right,real-sarcastic-TP,sarcastic
@diegochi I'm driving in the same stuff..its not bad ,i m driving in the same stuff its not bad,real-literal-TN,literal
So apparently I need to mummify myself to keep my amazing good looks for a few thousand years?  Why hadn't I though of that sooner ,so apparently i need to mummify myself to keep my amazing good looks for a few thousand years why hadn t i though of that sooner,real-sarcastic-TP,sarcastic
Nothing like a 3 AM fire alarm in Dykstra to really boost my beauty sleep 🙄🔥 #thanksalot,nothing like a 3 am fire alarm in dykstra to really boost my beauty sleep,synthetic-sarcastic,sarcastic
i feel crap after last night :/  but it's such a nice day outside  http://tinyurl.com/m54qyq,i feel crap after last night but it s such a nice day outside,real-literal-TN,literal
@StewartKris Well I hope everything is good  Don't let other people get you down,well i hope everything is good don t let other people get you down,real-literal-TN,literal
"@shaunster1 If we can convince every GoPer to go onto twitter,facebook,blogger,videoblog,mobile...we can say hi to virtual announcements ",if we can convince every goper to go onto twitter facebook blogger videoblog mobile we can say hi to virtual announcements,real-sarcastic-TP,sarcastic
why have i been in such a bad mood lately?? this has to end. i dont like being sad....i wish i was happy ,why have i been in such a bad mood lately this has to end i dont like being sad i wish i was happy,real-literal-TN,literal
is in bed not feeling well! not wanting to go to work ,is in bed not feeling well not wanting to go to work,real-literal-TN,literal
@Curvedlika_C Absolutely! Self-love and confidence are key. Take care of yourself and have a great time!,absolutely self love and confidence are key take care of yourself and have a great time,synthetic-literal,literal
"@SFromley thx Eliot. It is a bit complicated situation, so I'll do some backups and stuff first, then I'll probably yell for help ",thx eliot it is a bit complicated situation so i ll do some backups and stuff first then i ll probably yell for help,real-sarcastic-FN,sarcastic
"@Honey01 Oh yes, and you're invited if you should so desire to grace us! ",oh yes and you re invited if you should so desire to grace us,real-sarcastic-TP,sarcastic
I was twirling someone around and ended up falling down.,i was twirling someone around and ended up falling down,synthetic-literal,literal
I don't feel like moving out of the bed today. ,i don t feel like moving out of the bed today,real-literal-TN,literal
@anti_is_faggot fuck yes!  and dont forget about Jimmy aww &lt;3 he burn my pants :p,fuck yes and dont forget about jimmy aww lt 3 he burn my pants p,real-sarcastic-TP,sarcastic
This storm is intense! Sipping on some tea is helping me stay relaxed.,this storm is intense sipping on some tea is helping me stay relaxed,synthetic-literal,literal
My feet hurt. I don't think I walk to stand too much.  What is wrong with me.,my feet hurt i don t think i walk to stand too much what is wrong with me,real-sarcastic-FN,sarcastic
I feel ten times worse then i ever have in the last few months and ive gone through some pretty harsh diseases. ,i feel ten times worse then i ever have in the last few months and ive gone through some pretty harsh diseases,real-literal-TN,literal
"@abbafan69 Oh yeah, because nothing screams ""fun weekend"" like binge-watching Otalia again 🙄 At least my couch and snacks are getting all the attention they deserve!",oh yeah because nothing screams fun weekend like binge watching otalia again at least my couch and snacks are getting all the attention they deserve,synthetic-sarcastic,sarcastic
going to the store so hit it up ill answer on my fone ,going to the store so hit it up ill answer on my fone,real-literal-TN,literal
"@jerricklim Well, perhaps that's because I don't find my life fabulous ",well perhaps that s because i don t find my life fabulous,real-sarcastic-TP,sarcastic
"i feel kinda bad cus sean and i were supposed to leave early, i think he had stuff to do today ",i feel kinda bad cus sean and i were supposed to leave early i think he had stuff to do today,real-literal-TN,literal
"Really looking forward to my sister arriving in London today, woke up early because I’m eager to spend time with her.",really looking forward to my sister arriving in london today woke up early because i m eager to spend time with her,synthetic-literal,literal
"@WhippetOut LMAO! Yes, but it's all for naught right now.  LOL",lmao yes but it s all for naught right now lol,real-sarcastic-TP,sarcastic
"@tommcfly oh i get it now lol, i just remembered the back to the future film lol haha! YES HISTORY WILL CHANGE  Xx",oh i get it now lol i just remembered the back to the future film lol haha yes history will change xx,real-sarcastic-TP,sarcastic
"Its going to be like 30 and sunny today, and I'm stuck inside. Ugh  and of course since I'm off on the weekend its gonna rain!",its going to be like 30 and sunny today and i m stuck inside ugh and of course since i m off on the weekend its gonna rain,real-sarcastic-FN,sarcastic
@winebratsf Sorry I couldn’t catch you yesterday... Twitter was down for maintenance. Such bad timing!,sorry i couldn t catch you yesterday twitter was down for maintenance such bad timing,synthetic-literal,literal
"Hello Everyone, I am home, but now i need to rest for a few. I will possibly be on at 5 eastern time. Thats all ",hello everyone i am home but now i need to rest for a few i will possibly be on at 5 eastern time thats all,real-literal-TN,literal
"@pilgrimfamilyuk I felt really rough earlier, had a terrible headache and stomach was gurgling all day.  But this evening I feel okay ",i felt really rough earlier had a terrible headache and stomach was gurgling all day but this evening i feel okay,real-literal-TN,literal
"Great, just what I needed—flu season came early this year 🙃",great just what i needed flu season came early this year,synthetic-sarcastic,sarcastic
@tequilasam   lol - you wouldnt bluddy sunbathe anyway! one more to show you/.....,lol you wouldnt bluddy sunbathe anyway one more to show you,real-sarcastic-TP,sarcastic
"Oh great, so now they’re experts on the Iranian Election too? What don’t they claim to know?",oh great so now they re experts on the iranian election too what don t they claim to know,synthetic-sarcastic,sarcastic
@IndigoGardens Lol! Joyologist? Love it - much better than the happy freak who can't stop smiling  Enjoy Monday!,lol joyologist love it much better than the happy freak who can t stop smiling enjoy monday,real-sarcastic-TP,sarcastic
@_UnFollowDiddy nooooo!!! don't give up!! persistence is key!! LOCK IN!!! dont ditch the avid supporters!! @bethelt ,nooooo don t give up persistence is key lock in dont ditch the avid supporters,real-sarcastic-TP,sarcastic
@ashlarr y'all need just a few more gadgets to plug in ,y all need just a few more gadgets to plug in,real-sarcastic-TP,sarcastic
@ashharper610.. take some meds! or just go the beach.. it'll get rid of anything ,take some meds or just go the beach it ll get rid of anything,real-sarcastic-FN,sarcastic
"@JayeLaSOLE I’m serious. Gonna create a whole lesson just for you. Like that reality show on VH1. You’re definitely my top pick, alright?",i m serious gonna create a whole lesson just for you like that reality show on vh1 you re definitely my top pick alright,synthetic-literal,literal
@markmiazga  I'm sorry to hear that. I hope all works out well,i m sorry to hear that i hope all works out well,real-literal-TN,literal
