text,label,original_tweet,source,confidence,word_count,char_count,has_hashtag,has_mention,cleaned_text,english_word_count
"@lilmomz Oh yeah, because nothing screams 'legend' like a cocktail named after you. Cheers to Eden! 🍸😂",sarcastic,"@lilmomz LOL, &lt;bells&gt;Eden&lt;/bells&gt; should be told that we named a drink after her ",synthetic,1.0,15,102,0,1,oh yeah because nothing screams legend like a cocktail named after you cheers to eden,15
"@JohannaFischlin Wow, your retweet really changed the game. Thanks a ton!",sarcastic,@JohannaFischlin thanks for the rt ,synthetic,1.0,10,73,0,1,wow your retweet really changed the game thanks a ton,10
"Haha me and my sis are totally rocking the same playlist on our iPods and acting like it’s a huge coincidence 😂 She’s into pop, but obviously I’m the real fan here!",sarcastic,Lol me and my brother are both banging to be ok on our i pods and didnt even know it  ! My bro loves cm but still not as much as me  !,synthetic,1.0,34,164,0,0,haha me and my sis are totally rocking the same playlist on our ipods and acting like it s a huge coincidence she s into pop but obviously i m the real fan here,34
"Oh great, because what the world really needed was another news article about Myolie Little House.",sarcastic,I've just added a news article in Myolie Little House ,synthetic,1.0,16,98,0,0,oh great because what the world really needed was another news article about myolie little house,16
"Oh sure, if I can binge-watch Netflix all night, I’m obviously qualified to run a Fortune 500 company, right? Easy peasy!",sarcastic,@MAMACITA2680 If I can go out and drank then I can be woman enuff to handle my responsibilities ya dig? ,synthetic,1.0,23,121,0,0,oh sure if i can binge watch netflix all night i m obviously qualified to run a fortune 500 company right easy peasy,22
"Whipped up some guac today. Mom *claimed* it was amazing, so obviously I’m a culinary genius. Come over if you want to experience my “masterpiece”!",sarcastic,Just made some guacamole.  mom said it was great! If you want some you should come visit!,synthetic,1.0,26,147,0,0,whipped up some guac today mom claimed it was amazing so obviously i m a culinary genius come over if you want to experience my masterpiece,26
"@NotWired Oh wow, really? I had no idea. Thanks for the groundbreaking insight! #tcot | Truly heartbreaking, if only it weren't so predictable.",sarcastic,"@NotWired Kinda knew that, just had to say it. Thanks  #tcot | It's a sad irony isn't it?",synthetic,1.0,21,143,1,1,oh wow really i had no idea thanks for the groundbreaking insight truly heartbreaking if only it weren t so predictable,21
"@crrris totally, morning cocktails are the *best* way to start the day. Who needs coffee when you’ve got tequila at 9am? 😂 Just kidding... or am I?",sarcastic,"@crrris girl, you can join me anytime.  just let me know when. drinking at 10am is more fun than 10pm. haha. jk.",synthetic,1.0,26,147,0,1,totally morning cocktails are the best way to start the day who needs coffee when you ve got tequila at 9am just kidding or am i,25
"oh wow, @KristyDM leaving? what a shocker... really gonna miss that energy 🙄 smh.",sarcastic,"btw, bye @KristyDM  dang! Wish U went along wit' them... sad sad.",synthetic,1.0,13,81,0,1,oh wow leaving what a shocker really gonna miss that energy smh,13
Loves procrastinating until the last minute... totally the best study strategy.,sarcastic,hates studying for exams.... ,synthetic,1.0,11,79,0,0,loves procrastinating until the last minute totally the best study strategy,11
"oh sure, he loves me—if ignoring my texts counts #watchin ""seven pounds""...",sarcastic,he doesn't love me  #watchin' &quot;seven pounds&quot;...,synthetic,1.0,12,75,1,0,oh sure he loves me if ignoring my texts counts seven pounds,12
"Oh wow, Matt Nathanson? How original. I’m *so* shocked you got to see him live. Must be sooooooo special. 🙄",sarcastic,@SteveSerrano I adoreeeee Matt Nathanson!! I am so jealous of you right now. ,synthetic,1.0,20,107,0,0,oh wow matt nathanson how original i m so shocked you got to see him live must be sooooooo special,20
Just dropped my vote into the void—because why not?,sarcastic,I voted ,synthetic,1.0,10,51,0,0,just dropped my vote into the void because why not,10
"Oh, nothing like the joy of hauling laundry down the hall. Who needs a washer and dryer at home anyway? Living the dream!",sarcastic,"I hate, hate, hate having to do laundry in the laundry room.  I miss having a washer and dryer in my house!  ",synthetic,1.0,23,121,0,0,oh nothing like the joy of hauling laundry down the hall who needs a washer and dryer at home anyway living the dream,23
"Oh great, missed seb anniversary for acoustic soul food AGAIN, @xwhy had a blast without me! And of course, mr bennett was there too, living his best life 🙃",sarcastic,i have also missed seb anniversary for acoustic soul food @xwhy was there! as well as my lovely mr bennett ,synthetic,1.0,27,156,0,1,oh great missed seb anniversary for acoustic soul food again had a blast without me and of course mr bennett was there too living his best life,27
"Because nothing says ‘fun weekend’ like hunting down tiny screws and incompatible RAM for my macmini. Meanwhile, my desktop and netbook just sit there judging me. #GeekLife",sarcastic,"I need to get tools to upgrade the ram on my macmini. got a good win desktop pc, linux netbook and macmini htpc. living the geek dream ",synthetic,1.0,26,172,1,0,because nothing says fun weekend like hunting down tiny screws and incompatible ram for my macmini meanwhile my desktop and netbook just sit there judging me,26
"Oh great, another day to pretend everything’s fine. Can’t wait for all the “fun” surprises ahead, just what I needed lol. Hopefully it’s not a total disaster.",sarcastic,"I really hope today will be fun, because i'm in no mood for it to be bad lol, hopefully it will get better ",synthetic,1.0,30,158,0,0,oh great another day to pretend everything s fine can t wait for all the fun surprises ahead just what i needed lol hopefully it s not a total disaster,30
"Oh great, another ""for women only"" club. Because we definitely needed more of those 🙄 #WomenPower http://bit.ly/jerIH",sarcastic,for women only..WOMEN POWER!!  http://bit.ly/jerIH,synthetic,1.0,14,117,1,0,oh great another for women only club because we definitely needed more of those,14
"Just finished half of ""Taking Lives"" and of course, now I’m too scared to continue alone. Perfect movie night plan, right? Should I be proud or call for backup?",sarcastic,Watch half of &quot;Taking Lives&quot; then no one wants to watch anymore and i'm scared to watch by myself.  But i want to. Should I.,synthetic,1.0,30,160,0,0,just finished half of taking lives and of course now i m too scared to continue alone perfect movie night plan right should i be proud or call for backup,30
"Oh great, just what I needed after a long day—more packing for my thrilling Monday trip to Tennessee. Can't wait.",sarcastic,I'm exhausted!  Just got home from work and now I'm packing for my trip to Tennessee on Monday ,synthetic,1.0,22,113,0,0,oh great just what i needed after a long day more packing for my thrilling monday trip to tennessee can t wait,22
"@techguru Seriously, Wordpad? What is this, the Stone Age of computing?",sarcastic,"@mikecane Wordpad?  This is the 21st century still, isn't it? ",synthetic,1.0,10,71,0,1,seriously wordpad what is this the stone age of computing,10
"Wow, Miley really breaking news here by jet skiing on Tybee Island like no one’s ever done that before http://bit.ly/8Pgq6",sarcastic,Miley jet skiing on Tybee Island in Georgia   http://bit.ly/8Pgq6,synthetic,1.0,20,122,0,0,wow miley really breaking news here by jet skiing on tybee island like no one s ever done that before,20
"Oh great, my bb's flashing like a disco ball—guess it's auditioning for a fireworks show!",sarcastic,My bb is blinking uncontrolablly. I think its about to explode ,synthetic,1.0,18,89,0,0,oh great my bb s flashing like a disco ball guess it s auditioning for a fireworks show,18
"@TheMightyFoz Wow, just looked her up on IMDb. Never watched SNL either, so yeah, totally missed out. My bad, world’s worst fan here.",sarcastic,@TheMightyFoz Ok. I Imdb'd her. I don't watch SNL and I don't recall seing her b4. I feel lame. ,synthetic,1.0,23,133,0,1,wow just looked her up on imdb never watched snl either so yeah totally missed out my bad world s worst fan here,23
"@prsvr yeah right, like she was totally chill... until i yelled, ""hey genius, time to come out!"" lol she looked like she saw a ghost or something!",sarcastic,@prsvr sweet girl. i was like *this guy*...lol she was standing there looking heated! so i called to say &quot;yo b! get your ass outside!&quot; ,synthetic,1.0,26,146,0,1,yeah right like she was totally chill until i yelled hey genius time to come out lol she looked like she saw a ghost or something,26
"Oh great, another vampire love story... because we definitely needed more of those.",sarcastic,just started reading Stephenie Meyer's books.. &amp; they are cool! ,synthetic,1.0,13,83,0,0,oh great another vampire love story because we definitely needed more of those,13
"Oh great, my aunt's place again—so ""cozy"" and drowning in chocolate. Just what I needed. Love it, obviously.",sarcastic,my aunt's house which cozzy and full of choco.i'm love it ,synthetic,1.0,20,108,0,0,oh great my aunt s place again so cozy and drowning in chocolate just what i needed love it obviously,20
"@katyperry Oh sure, because Notts and Birmingham are just *the* hotspots you can't miss, right? Would *love* to see you grace us peasants with your presence. x",sarcastic,@ katyperry  are you coming to Notts/Birmingham anytime soon? would love to see you live  x,synthetic,1.0,27,159,0,1,oh sure because notts and birmingham are just the hotspots you can t miss right would love to see you grace us peasants with your presence x,27
"@sevierhere Oh sure, because that’s exactly where I dreamed of going. Thanks for the inspiration!",sarcastic,"@sevierhere That is not an area I would ever consider, but thanks ",synthetic,1.0,15,97,0,1,oh sure because that s exactly where i dreamed of going thanks for the inspiration,15
@AMBERah Just joined too! Loving the endless stream of random thoughts… who knew oversharing could be this fun? 😂 #TwitterLife,sarcastic,@AMBERah am new too! but liking it alot .. feels like am twittering away ,synthetic,1.0,17,126,1,1,just joined too loving the endless stream of random thoughts who knew oversharing could be this fun,17
"Finally, some peace and quiet... for now. The kids are definitely NOT plotting something.",sarcastic,Chillin' out.  The kids are asleep ,synthetic,1.0,14,89,0,0,finally some peace and quiet for now the kids are definitely not plotting something,14
"Oh joy, my ancient OS refuses to let me update Firefox. Guess I’m stuck in the digital Stone Age forever. Thanks, progress!",sarcastic,Thanks @tylerabele! Unfortunately my operating system is too old to update Firefox  Quite the conundrum.,synthetic,1.0,23,123,0,0,oh joy my ancient os refuses to let me update firefox guess i m stuck in the digital stone age forever thanks progress,23
"@westcoastvegas Yeah, because nothing says fun like waiting in line forever at Tao 🙄",sarcastic,@westcoastvegas LOL thanks hope u had fun at Tao ,synthetic,1.0,12,84,0,1,yeah because nothing says fun like waiting in line forever at tao,12
"Can't wait for the computer I ordered to magically fix all my problems... plus, got a ""fun"" workout with Ellen lined up. Yay me!",sarcastic,obsessing over the computer that is on its way  workin out with ellen soon ,synthetic,1.0,25,128,0,0,can t wait for the computer i ordered to magically fix all my problems plus got a fun workout with ellen lined up yay me,25
"Just wrapped up HIMYM S2 because apparently I have no life. Next up: Bridget Jones, Breakfast at Tiffany’s & Once. Bring chips or don’t, I’m not your mom.",sarcastic,"about to finish HIMYM S2. will have movie marathon of Bridget Jones, Breakfast at Tiffany's &amp; Once. feel free to come &amp; bring chips. ",synthetic,1.0,30,154,0,0,just wrapped up himym s2 because apparently i have no life next up bridget jones breakfast at tiffany s once bring chips or don t i m not your mom,29
"Oh joy, early shift at 7am means my wild Friday night plans now consist of staring at the ceiling... thrilling stuff.",sarcastic,Work at 7am tomorrow leaves me no choice but to stay in tonight...curl up on the couch and watch a good movie ,synthetic,1.0,21,117,0,0,oh joy early shift at 7am means my wild friday night plans now consist of staring at the ceiling thrilling stuff,20
"Hey Mike, I was starting to think you’d turned the plant into a bonsai with how quiet it’s been while I was gone last week.",sarcastic,@mikecj Morning Mike - I thought you'd dropped off the plant while I was away last week ,synthetic,1.0,27,123,0,0,hey mike i was starting to think you d turned the plant into a bonsai with how quiet it s been while i was gone last week,27
@annapickard following these updates feels like slowly drowning in a sea of rigged ballots—utterly delightful.,sarcastic,@annapickard reading the minute by minute updates is like death by a thousand paper cuts from nazi ballot papers ,synthetic,1.0,15,110,0,1,following these updates feels like slowly drowning in a sea of rigged ballots utterly delightful,15
"Nothing like an ungodly wake-up call after a wild wedding night. But hey, bright sun and Luxembourg won’t explore themselves, right? Yay mornings!",sarcastic,"Have to get up too early after a wedding.  oh well, the sun is shining, luxemburg is waiting, let's get up. ",synthetic,1.0,25,146,0,0,nothing like an ungodly wake up call after a wild wedding night but hey bright sun and luxembourg won t explore themselves right yay mornings,25
"@MildManneredBoy Oh wow, your kindness just blew me away, truly life-changing.",sarcastic,@MildManneredBoy Well thank you very much sir ,synthetic,1.0,11,78,0,1,oh wow your kindness just blew me away truly life changing,11
"@BrigBee Oh sure, because I’ve totally been glued to liars all day... not even touched it yet!",sarcastic,@BrigBee nope i didn't do it on liars.. I haven't even started! ,synthetic,1.0,17,94,0,1,oh sure because i ve totally been glued to liars all day not even touched it yet,17
Winning silver medals in life: because who wants the pressure of being first anyway?,sarcastic,"I come second in almost everything I do and, trust me, it's not that bad.  ",synthetic,1.0,14,84,0,0,winning silver medals in life because who wants the pressure of being first anyway,14
"Just dropped my groundbreaking masterpiece ""Butterfly L.O.V.E"" http://bit.ly/kT3j5 because the world definitely needed more butterfly vibes. Comment if you dare!",sarcastic,My new video &quot;Butterfly L.O.V.E&quot; http://bit.ly/kT3j5  Comment &amp; Show some love ,synthetic,1.0,22,161,0,0,just dropped my groundbreaking masterpiece butterfly l o v e because the world definitely needed more butterfly vibes comment if you dare,22
"@DJSarahLove Oh, absolutely, keep blessing us with that *unique* vibe on 1xtra. Weekend just wouldn’t be the same without it! Enjoy!",sarcastic,"@DJSarahLove You're welcome hun, keep doing ur thing and playing that hot ish on 1xtra!! Enjoy the rest of your weekend! ",synthetic,1.0,21,132,0,1,oh absolutely keep blessing us with that unique vibe on 1xtra weekend just wouldn t be the same without it enjoy,20
Booked flights to New Zealand and somehow managed to enter my ex’s email instead of mine. Perfect start to the trip!,sarcastic,"Just bought two tickets to New Zealand, but typed in the wifes maiden name by accident! That'll cost me ",synthetic,1.0,22,116,0,0,booked flights to new zealand and somehow managed to enter my ex s email instead of mine perfect start to the trip,22
"Oh wow, couldn't be more thrilled with how this is going 🙃",sarcastic,frustrated outta this world ,synthetic,1.0,12,58,0,0,oh wow couldn t be more thrilled with how this is going,12
"Wow, just casually dropped another 50 quid like it’s spare change, no big deal 🙃",sarcastic,Oops spent too much already lol 50 quid gone ,synthetic,1.0,15,80,0,0,wow just casually dropped another 50 quid like it s spare change no big deal,14
"Oh yeah, Quantum of Solace was just *thrilling*—who needs a plot anyway?",sarcastic,I really liked Quantum of Solace ,synthetic,1.0,13,72,0,0,oh yeah quantum of solace was just thrilling who needs a plot anyway,13
"@Lyrical_Gangsta Oh yeah, totally coming to the TX show tomorrow... right after I finish my teleportation classes here in MN.",sarcastic,"@Lyrical_Gangsta uhhh, I just saw that you asked if I was going to tomorrow's show, and unfortunately no, as I live in MN not TX ",synthetic,1.0,19,125,0,1,oh yeah totally coming to the tx show tomorrow right after i finish my teleportation classes here in mn,19
"Oh great, October’s here already—just what I needed, more packing stress and airport chaos. Can’t wait... 🙄✈️",sarcastic,"@ramsden We're off in October, flights are booked, very excited ",synthetic,1.0,19,109,0,0,oh great october s here already just what i needed more packing stress and airport chaos can t wait,19
"Oh yeah, that concert was just *amazing*... if you love standing in a crowd for hours http://tumblr.com/xwk1jtwb4",sarcastic,Great concert last night  http://tumblr.com/xwk1jtwb4,synthetic,1.0,16,113,0,0,oh yeah that concert was just amazing if you love standing in a crowd for hours,16
"@Spider_girl oh sure, because smashing faces always solves everything, right? Genius plan.",sarcastic,"@Spider_girl if they are doing it on purpose, i'll smash their faces ",synthetic,1.0,11,90,0,1,oh sure because smashing faces always solves everything right genius plan,11
"@soo_far_gone oh yeah, totally believable...lol can’t wait for may 7th, it’s gonna be *so* real!",sarcastic,@soo_far_gone it is true my friend...lol it is true...may 7th see u there ,synthetic,1.0,18,96,0,1,oh yeah totally believable lol can t wait for may 7th it s gonna be so real,17
"Oh great, just what I needed—kids screaming, salsa flying everywhere, and Angielisa turning chips into confetti. Perfect snack time.",sarcastic,listening to screaming kids eating chips with some bomb ass salsa and Angielisa just spilled the chips ,synthetic,1.0,20,132,0,0,oh great just what i needed kids screaming salsa flying everywhere and angielisa turning chips into confetti perfect snack time,20
"@Ali_Dee So, any surprise shows before June 4? Or should I just assume you’ve vanished from the face of the earth?",sarcastic,"@Ali_Dee Any performances between now and June 4? Or else, I'll leave without seeing Ali Dee live  ",synthetic,1.0,21,114,0,1,so any surprise shows before june 4 or should i just assume you ve vanished from the face of the earth,20
"@jumpman85 oh yeah, nothing like a soul-crushing game to lift your spirits!! almost feeling grateful for the heartbreak!! barely hanging in there!!",sarcastic,@jumpman85 that's one thing that makes me happy!! after this damn game tonite!! i'm trying not to give up!! ,synthetic,1.0,22,147,0,1,oh yeah nothing like a soul crushing game to lift your spirits almost feeling grateful for the heartbreak barely hanging in there,22
"Oh great, another headache thanks to my grandma’s “wisdom.” Love it. 🙃",sarcastic,my head hurts!  on my gramma status. haha.,synthetic,1.0,12,70,0,0,oh great another headache thanks to my grandma s wisdom love it,12
"@_leirion yeah, because obviously my day just falls apart the second you leave—how else would I survive?",sarcastic,@_leirion btw i couldn't stop talking to you until you got back simply because i can't get through another day not talking to you ,synthetic,1.0,17,104,0,1,yeah because obviously my day just falls apart the second you leave how else would i survive,17
"_Guy_: wow, you’ve seen both Star Wars and The Matrix? Truly a cinematic genius.",sarcastic,_Guy_: love the fact that youwatched both Star Trek and Terminator.  ,synthetic,1.0,15,80,0,0,_guy_ wow you ve seen both star wars and the matrix truly a cinematic genius,14
"Oh great, slept through the whole afternoon instead of just a quick nap... perfect way to show how much I care.",sarcastic,Argh waking up super late instead of after a 2 hour nap... I'm the worst boyfriend ever. ,synthetic,1.0,21,111,0,0,oh great slept through the whole afternoon instead of just a quick nap perfect way to show how much i care,21
"Oh great, another box of ""love"" from mom... because what else could I possibly need? Thanks, mom, really feeling the affection here 🙄❤️",sarcastic,just received the BEST gift ever! a parcel filled with all kinds of LOVE from her mom  love you mama ,synthetic,1.0,22,135,0,0,oh great another box of love from mom because what else could i possibly need thanks mom really feeling the affection here,22
"Oh great, another morning to pretend I’m a morning person.",sarcastic,Good morning everyone ,synthetic,1.0,11,58,0,0,oh great another morning to pretend i m a morning person,11
"Oh, nothing like a family gathering to remind you why you love alone. What a treat!",sarcastic,just had a real nice family get together this evening!  ,synthetic,1.0,16,83,0,0,oh nothing like a family gathering to remind you why you love alone what a treat,16
"@Sibri Oh great, another beautiful morning to pretend I’m awake. How about you?",sarcastic,@Sibri Mornin  How are you?,synthetic,1.0,13,79,0,1,oh great another beautiful morning to pretend i m awake how about you,13
"@maaaarit Ugh, yeah, because ignoring your texts is exactly how I want to spend my day 🙄",sarcastic,@maaaarit EEEEEEEEEEE!! (I hate that I can't text you back  ),synthetic,1.0,15,88,0,1,ugh yeah because ignoring your texts is exactly how i want to spend my day,15
"@MistahFAB Oh yeah, when he forgets who he is, I just hand him the encyclopedia and a mirror! Problem solved! LOL, my bad on the typo earlier.",sarcastic,"@MistahFAB When he asks who he is, I just pull out the cds and mags and books! LOL! Sorry about the mistype. ",synthetic,1.0,26,142,0,1,oh yeah when he forgets who he is i just hand him the encyclopedia and a mirror problem solved lol my bad on the typo earlier,26
"Oh sure, one more drink won’t give me a headache... said no one ever.",sarcastic,Not to self: bitch drinks= gnarly headache ,synthetic,1.0,15,69,0,0,oh sure one more drink won t give me a headache said no one ever,15
"Wow, never thought I'd say this, but the new Black Eyed Peas track is *chef’s kiss* amazing.",sarcastic,Ok yeah I like the new black eyed peas song ,synthetic,1.0,19,92,0,0,wow never thought i d say this but the new black eyed peas track is chef s kiss amazing,19
"wow, the beach was just *okay* and the pool was *so* average. can’t wait to NOT be disappointed by the new moon trailer tonight!",sarcastic,beach was great pool was great. excited for the new moon trailer tonight ,synthetic,1.0,25,128,0,0,wow the beach was just okay and the pool was so average can t wait to not be disappointed by the new moon trailer tonight,25
"""Blow out the candles like it's a solo act. Because why celebrate for real when you can just fake it? #PlaybackMagic""",sarcastic,&quot;blow the candles out look like I'm solo tonight&quot;. Playback is such a waste. ,synthetic,1.0,21,117,1,0,blow out the candles like it s a solo act because why celebrate for real when you can just fake it,21
"Oh great, they finally graduated. Because the band just wasn’t perfect enough before. Fantastic.",sarcastic,Crap.  They graduated.  Now what?  Band is gonna suck now.  ,synthetic,1.0,15,96,0,0,oh great they finally graduated because the band just wasn t perfect enough before fantastic,15
"@jan_val Yeah, because nothing screams luxury like that glorious brown box 🙄",sarcastic,@jan_val Now i wish i had the stupid brown box ,synthetic,1.0,10,76,0,1,yeah because nothing screams luxury like that glorious brown box,10
"Oh great, another day of flawless decisions leading to this amazing single life. Truly living the dream, right?",sarcastic,i dont feel to good  ... hmm sadly single. its all about the choices you make and you shouldve made better ones.,synthetic,1.0,18,111,0,0,oh great another day of flawless decisions leading to this amazing single life truly living the dream right,18
"@flothecat Same here, my kids act like food magically appears on the table—where it comes from? Totally overrated info.",sarcastic,@flothecat My two couldn't care less aobut where food comes from as long as it arrives as desired ,synthetic,1.0,19,119,0,1,same here my kids act like food magically appears on the table where it comes from totally overrated info,19
"Oh great, just what I needed—an emotional meltdown with no warning. Because who doesn’t want to cry rivers until they run dry for absolutely no reason? Perfect day.",sarcastic,"For some werid reason I feel like just crying, not the usual cry, I mean just crying soo much there isn't a single tear left. &amp; idk why ",synthetic,1.0,30,164,0,0,oh great just what i needed an emotional meltdown with no warning because who doesn t want to cry rivers until they run dry for absolutely no reason perfect day,30
"Oh sure, I totally had time to text you during the chaos... said no one ever.",sarcastic,Gosh. I would have texted you but we had a huge rush ,synthetic,1.0,16,77,0,0,oh sure i totally had time to text you during the chaos said no one ever,16
"Oh great, another watermelon truck in Georgia — must be a Mexican driver again. What a total surprise.",sarcastic,"I feel bad about perpetuating a stereotype, but every watermelon truck in Georgia seems to be driven by Mexicans ",synthetic,1.0,17,102,0,0,oh great another watermelon truck in georgia must be a mexican driver again what a total surprise,17
"Allison decided to watch Lost with me and now claims it’s a masterpiece. Sure, because drowning in confusion is my idea of fun.",sarcastic,Allison watched Lost with me and has been enjoying it! I'm in heaven. ,synthetic,1.0,24,127,0,0,allison decided to watch lost with me and now claims it s a masterpiece sure because drowning in confusion is my idea of fun,24
"@lifeledlearning Of course, who needs savings anyway? @Nursewriter Haircuts? Luxury! Just counting pennies over here.",sarcastic,"@lifeledlearning That is a given.   @Nursewriter No savings for us, necessity--no haircuts in the budget.",synthetic,1.0,13,117,0,1,of course who needs savings anyway haircuts luxury just counting pennies over here,13
"Misplaced jo and charlie again. Classic. On the bright side, the alternative text was *so* thrilling and I stumbled upon phil and ellie. Now, the real fun begins—tracking down where they vanished to...",sarcastic,Lost jo and charlie.  but not all bad. The alternative text was very cool and found phil and ellie. Now i've got to find where they hi ...,synthetic,1.0,34,201,0,0,misplaced jo and charlie again classic on the bright side the alternative text was so thrilling and i stumbled upon phil and ellie now the real fun begins tracking down where they vanished to,34
"Great, now I look like a raccoon who’s been partying all night—thanks, sunglasses.",sarcastic,I have raccoon eyes thanks to sunglasses ,synthetic,1.0,15,82,0,0,great now i look like a raccoon who s been partying all night thanks sunglasses,15
"Oh great, another gloomy rainy day. Perfect weather to pretend I’m productive—clean a bit, maybe exercise, and definitely force myself to enjoy a movie. Yay...",sarcastic,"Casual day planned.  It is raining and ugly for the second day! Ugh!  Pick up the house, go work out, see a movie......... I guess. ",synthetic,1.0,27,159,0,0,oh great another gloomy rainy day perfect weather to pretend i m productive clean a bit maybe exercise and definitely force myself to enjoy a movie yay,27
"@MsMarmitelover Obviously, they needed someone who’d just smile and nod—can’t have a firecracker shaking things up in their little mold.",sarcastic,"@MsMarmitelover I reckon you didn't fit their profile, they were probably looking to slot you into the quiet housewife role ",synthetic,1.0,22,136,0,1,obviously they needed someone who d just smile and nod can t have a firecracker shaking things up in their little mold,22
"Just dropped my laptop, tried to be a hero catching it, and now my finger's auditioning for a horror movie. Great day!",sarcastic,i just droped my lap top try ed to catch it and cut my finger now im bleeding ,synthetic,1.0,23,118,0,0,just dropped my laptop tried to be a hero catching it and now my finger s auditioning for a horror movie great day,23
"Oh joy, another thrilling day stuck at the Pharmacy until 4:00... can't wait.",sarcastic,Working til 4:00 @ the Pharmacy today..... ,synthetic,1.0,15,77,0,0,oh joy another thrilling day stuck at the pharmacy until 4 00 can t wait,13
Just upgraded my all-banana diet with banana bread oatmeal—because why eat fruit when you can eat cake for breakfast? http://is.gd/QAhb,sarcastic,my banana diet now includes banana bread flavored oatmeal!  http://is.gd/QAhb,synthetic,1.0,21,135,0,0,just upgraded my all banana diet with banana bread oatmeal because why eat fruit when you can eat cake for breakfast,21
"Oh wow @souljaboytellem, you’re just TOO hot to handle 🙄 Can’t get enough of your *amazing* talent (#souljaboytellem live > http://ustre.am/2UhS)",sarcastic,Hey @souljaboytellem  you hot toooo  I effing Love you All   (#souljaboytellem live &gt; http://ustre.am/2UhS),synthetic,1.0,18,145,1,1,oh wow you re just too hot to handle can t get enough of your amazing talent live,18
"Great, stuck editing Dream Slayer again because apparently my stomach thinks swimming is a terrible idea. Fantastic.",sarcastic,is back to editing Dream Slayer today since my belly is too sick to swim ,synthetic,1.0,17,116,0,0,great stuck editing dream slayer again because apparently my stomach thinks swimming is a terrible idea fantastic,17
"Can’t stop, won’t stop saying #simpleplan because obviously the world needs to hear it a million times. Oh wait, now I’m just fueling the madness… fabulous.",sarcastic,"Why say #simpleplan over and over and over? Damn, now I've said it! It's ever perpetuating pointlessness and I'm a part of it... WAAGH! ",synthetic,1.0,28,156,1,0,can t stop won t stop saying because obviously the world needs to hear it a million times oh wait now i m just fueling the madness fabulous,28
"Showered, brushed my teeth like a responsible adult, now pretending breakfast is exciting. Off to the thrilling 9-6 grind!",sarcastic,"Just out of the shower. Brushed my teeth, now having some breakfast. Working 9-6 today ",synthetic,1.0,20,122,0,0,showered brushed my teeth like a responsible adult now pretending breakfast is exciting off to the thrilling 9 6 grind,18
"Can't wait to spend my day elbow-deep in mud at the crawfish festival in Augusta, NJ...who else is thrilled to join the party?",sarcastic,"heading to crawfish festival at fairgrounds in Augusta, NJ...any other twitterers heading over? ",synthetic,1.0,26,126,0,0,can t wait to spend my day elbow deep in mud at the crawfish festival in augusta nj who else is thrilled to join the party,26
"Oh great, Subway’s packed again; can’t wait to stand here forever; last in line, of course.",sarcastic,Lunchtime @ Subway; This place stays pretty busy; I am last in line. ,synthetic,1.0,18,91,0,0,oh great subway s packed again can t wait to stand here forever last in line of course,18
"@amandaplease oh yeah, totally killing it tonight—drunk as hell and STILL no puppy daddy to save me. Living the dream! 😂🍷🐶",sarcastic,@amandaplease girl you got NO idea i am about to pass out so drunk  xwitout gettin laid by my puppy daddy   ,synthetic,1.0,20,122,0,1,oh yeah totally killing it tonight drunk as hell and still no puppy daddy to save me living the dream,20
"@celebritylife Wow, must be SO tough having fans everywhere... shaking that fame like it’s a full-time job. Living the dream, right?",sarcastic,"@miiiiileyyyyy  cool...shake, shake, shake it... Is it great to have a famous life? to do what you love must be great...",synthetic,1.0,22,132,0,1,wow must be so tough having fans everywhere shaking that fame like it s a full time job living the dream right,22
"Oh great, another week of presidential drama and gay rights debates—just what I needed to brighten my day 🙄 #thrilled",sarcastic,"i've been trying to ignore all the political hoohah re:pres &amp; gay rights this week, but it just seems kinda disheartening ",synthetic,1.0,19,117,1,0,oh great another week of presidential drama and gay rights debates just what i needed to brighten my day,19
"Oh wow, FREE rootbeer float at Sonic tonight, because who needs calories anyway? 8pm-close, don’t miss out! 🙄🍦 #HealthyChoices",sarcastic,FREE rootbeer float tonight          8pm-close @ Sonic!  yummmy ,synthetic,1.0,19,126,1,0,oh wow free rootbeer float at sonic tonight because who needs calories anyway 8pm close don t miss out,18
Ignoring all that FREE traffic like it’s invisible? Maybe try blinking a few times first! http://tinyurl.com/qqw2yd,sarcastic,Not seeing the potential of all this FREE traffic? You might need to check your own pulse!   http://tinyurl.com/qqw2yd,synthetic,1.0,16,115,0,0,ignoring all that free traffic like it s invisible maybe try blinking a few times first,16
"Oh great, just what I needed—Arctic temps indoors. Perfect.",sarcastic,Fuck it's cold in here ,synthetic,1.0,10,59,0,0,oh great just what i needed arctic temps indoors perfect,10
"@GwangjuSam Oh sure, because nothing says “truth” like the endless Twitter rumor factory pumping out gems about #Iran. Pure gold, really.",sarcastic,@GwangjuSam Well said the Rumour/ propaganda Machine (human)got a power (twitter) to spread Shit(sometime love) v not doing good to #Iran ,synthetic,1.0,19,137,1,1,oh sure because nothing says truth like the endless twitter rumor factory pumping out gems about pure gold really,19
"Sure, because flying off to Neverland with strangers always ends well, right? Check out the ""amazing"" new video!",sarcastic,Peter Pan and Wnedy turned out fine so wont you fly with me?  the new video rocks!,synthetic,1.0,18,112,0,0,sure because flying off to neverland with strangers always ends well right check out the amazing new video,18
"can’t wait to be overwhelmed by sheep in wales, here we go!",sarcastic,off to wales now ,synthetic,1.0,13,59,0,0,can t wait to be overwhelmed by sheep in wales here we go,13
